Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,NumberOfTrips,MonthlyIncome,NumberOfChildrenVisiting,Gender,MaritalStatus,TypeofContact,Occupation,ProductPitched,Designation,CityTier,PreferredPropertyStar,Passport,PitchSatisfactionScore,OwnCar
36.0,23.0,2,4.0,3.0,20507.0,0.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,4.0,0,4,1
39.0,8.0,3,3.0,1.0,25938.0,1.0,Fe Male,Unmarried,Company Invited,Large Business,Standard,Senior Manager,1,3.0,0,2,1
30.0,15.0,2,4.0,2.0,17206.0,1.0,Male,Single,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,4,0
28.0,13.0,3,5.0,3.0,21217.0,2.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,1,1
42.0,13.0,4,4.0,5.0,32269.0,2.0,Female,Single,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,1,2,0
39.0,12.0,2,3.0,5.0,23376.0,1.0,Female,Unmarried,Self Enquiry,Salaried,Standard,Senior Manager,1,4.0,0,3,0
44.0,29.0,3,3.0,5.0,17042.0,1.0,Male,Married,Company Invited,Small Business,Deluxe,Manager,1,4.0,0,3,0
32.0,20.0,3,4.0,4.0,22911.0,1.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,0,2,0
42.0,17.0,3,6.0,3.0,24829.0,1.0,Male,Unmarried,Company Invited,Small Business,Deluxe,Manager,3,4.0,0,1,1
35.0,6.0,2,1.0,4.0,17506.0,0.0,Female,Single,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,3,0
30.0,9.0,3,5.0,2.0,22017.0,2.0,Male,Unmarried,Company Invited,Small Business,Basic,Executive,1,5.0,0,4,1
30.0,16.0,3,4.0,2.0,21578.0,0.0,Male,Divorced,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,2,1
56.0,15.0,2,3.0,1.0,26103.0,0.0,Male,Divorced,Self Enquiry,Small Business,Super Deluxe,AVP,1,3.0,0,4,0
28.0,12.0,3,4.0,3.0,21156.0,2.0,Female,Single,Self Enquiry,Salaried,Basic,Executive,1,4.0,1,3,0
50.0,18.0,3,4.0,3.0,26332.0,1.0,Female,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,3.0,0,4,0
28.0,11.0,2,3.0,1.0,23463.0,0.0,Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,0,1,1
33.0,8.0,2,3.0,1.0,17707.0,0.0,Female,Divorced,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,3,1
36.0,14.0,2,3.0,5.0,20079.0,0.0,Male,Married,Company Invited,Large Business,Deluxe,Manager,3,3.0,0,3,1
59.0,12.0,2,3.0,1.0,17267.0,0.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,2,3.0,0,4,0
44.0,16.0,3,4.0,6.0,21116.0,2.0,Male,Single,Company Invited,Salaried,Basic,Executive,1,3.0,0,3,0
30.0,30.0,3,3.0,2.0,17693.0,1.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,2,0
43.0,21.0,2,4.0,4.0,21804.0,1.0,Male,Divorced,Company Invited,Salaried,Deluxe,Manager,3,3.0,0,5,0
42.0,8.0,3,4.0,4.0,21781.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,2,0
39.0,27.0,2,4.0,4.0,21120.0,1.0,Male,Divorced,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,1,1,0
30.0,10.0,3,4.0,3.0,23401.0,2.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,5.0,1,3,0
38.0,7.0,3,4.0,6.0,26169.0,1.0,Fe Male,Unmarried,Self Enquiry,Large Business,Standard,Senior Manager,1,3.0,0,5,1
30.0,15.0,4,6.0,3.0,20797.0,2.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,5.0,1,3,0
61.0,35.0,4,5.0,6.0,28944.0,1.0,Female,Married,Company Invited,Small Business,Standard,Senior Manager,3,5.0,0,1,1
30.0,34.0,3,3.0,2.0,20775.0,2.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,3,1
39.0,7.0,3,5.0,6.0,27364.0,2.0,Fe Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,0,1,0
46.0,8.0,2,3.0,3.0,22379.0,0.0,Male,Married,Self Enquiry,Large Business,Deluxe,Manager,1,3.0,0,1,0
20.0,27.0,2,1.0,2.0,17678.0,0.0,Male,Single,Self Enquiry,Small Business,Basic,Executive,3,3.0,0,3,0
34.0,20.0,3,4.0,5.0,22130.0,1.0,Female,Unmarried,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,3,1
31.0,23.0,3,2.0,5.0,23972.0,1.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,1,1
39.0,6.0,3,3.0,1.0,17232.0,1.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,3,0
38.0,8.0,3,3.0,7.0,18057.0,0.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,1,3.0,1,4,0
29.0,34.0,3,3.0,5.0,17514.0,0.0,Female,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,5,1
37.0,25.0,3,3.0,5.0,18022.0,1.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,4.0,0,4,0
43.0,8.0,3,2.0,2.0,17645.0,1.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,2,0
42.0,15.0,4,4.0,3.0,22781.0,3.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,1,5.0,1,3,0
22.0,32.0,2,4.0,2.0,17814.0,0.0,Female,Married,Company Invited,Salaried,Basic,Executive,1,3.0,1,3,0
36.0,12.0,2,5.0,2.0,17741.0,0.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,1,1
43.0,25.0,3,4.0,8.0,24088.0,1.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,1,5.0,1,1,0
40.0,6.0,2,3.0,1.0,17406.0,0.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,1,0
34.0,16.0,4,4.0,2.0,26902.0,2.0,Fe Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,1,3,0
47.0,33.0,4,5.0,2.0,26669.0,3.0,Male,Unmarried,Company Invited,Salaried,Deluxe,Manager,3,4.0,0,4,1
48.0,21.0,3,3.0,1.0,17367.0,0.0,Female,Married,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,1,1
18.0,15.0,2,3.0,2.0,16611.0,1.0,Male,Single,Self Enquiry,Small Business,Basic,Executive,3,3.0,0,5,0
38.0,26.0,3,4.0,3.0,26320.0,1.0,Male,Unmarried,Company Invited,Small Business,Standard,Senior Manager,3,4.0,1,5,0
31.0,9.0,3,5.0,7.0,25555.0,2.0,Fe Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,1,2,1
46.0,27.0,4,4.0,2.0,32174.0,1.0,Male,Divorced,Self Enquiry,Small Business,Super Deluxe,AVP,1,3.0,1,3,0
36.0,30.0,4,6.0,2.0,21383.0,1.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,1,1
21.0,9.0,3,4.0,2.0,18230.0,1.0,Male,Single,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,5,1
44.0,21.0,3,3.0,2.0,22978.0,1.0,Female,Divorced,Self Enquiry,Small Business,Standard,Senior Manager,1,3.0,0,3,0
48.0,10.0,2,3.0,2.0,22898.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Standard,Senior Manager,1,3.0,0,5,1
33.0,6.0,2,1.0,2.0,20488.0,1.0,Female,Divorced,Company Invited,Salaried,Deluxe,Manager,1,4.0,1,3,0
28.0,6.0,2,4.0,2.0,17596.0,0.0,Male,Married,Company Invited,Small Business,Basic,Executive,1,4.0,0,4,1
37.0,10.0,2,4.0,6.0,23163.0,1.0,Male,Unmarried,Self Enquiry,Large Business,Deluxe,Manager,1,4.0,0,1,1
37.0,22.0,3,4.0,5.0,21334.0,0.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,5,1
45.0,13.0,3,1.0,5.0,21434.0,0.0,Male,Married,Company Invited,Salaried,Deluxe,Manager,1,3.0,0,1,1
46.0,9.0,2,3.0,4.0,32465.0,0.0,Male,Married,Self Enquiry,Small Business,Super Deluxe,AVP,3,3.0,0,1,1
47.0,25.0,3,4.0,7.0,29205.0,1.0,Female,Divorced,Company Invited,Small Business,Standard,Senior Manager,1,3.0,0,3,1
32.0,6.0,3,3.0,2.0,17956.0,2.0,Male,Single,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,2,0
39.0,16.0,2,3.0,2.0,32068.0,1.0,Male,Divorced,Self Enquiry,Small Business,Super Deluxe,AVP,1,5.0,1,3,1
21.0,15.0,2,3.0,2.0,17610.0,0.0,Male,Single,Company Invited,Small Business,Basic,Executive,3,3.0,0,4,0
38.0,32.0,3,5.0,2.0,24409.0,1.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,3,1
45.0,6.0,2,3.0,5.0,20399.0,1.0,Male,Single,Company Invited,Small Business,Deluxe,Manager,1,3.0,0,1,1
45.0,35.0,2,3.0,5.0,24380.0,0.0,Male,Divorced,Self Enquiry,Large Business,Standard,Senior Manager,1,3.0,1,5,1
22.0,10.0,4,5.0,3.0,21908.0,3.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,5,1
32.0,11.0,3,1.0,1.0,18298.0,2.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,4.0,1,1,1
37.0,9.0,4,4.0,6.0,25640.0,1.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,1,4.0,1,4,0
40.0,8.0,2,4.0,1.0,17342.0,0.0,Female,Single,Self Enquiry,Small Business,Basic,Executive,1,3.0,1,3,0
31.0,12.0,3,4.0,2.0,21100.0,1.0,Female,Single,Company Invited,Small Business,Basic,Executive,1,4.0,0,3,0
52.0,7.0,2,5.0,5.0,26162.0,1.0,Fe Male,Unmarried,Company Invited,Small Business,Standard,Senior Manager,1,5.0,0,2,1
38.0,13.0,3,2.0,6.0,24652.0,2.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,1,5.0,1,3,1
21.0,16.0,3,4.0,3.0,21001.0,1.0,Female,Single,Company Invited,Small Business,Basic,Executive,3,3.0,1,4,1
41.0,14.0,4,4.0,5.0,20844.0,2.0,Male,Single,Self Enquiry,Salaried,Basic,Executive,1,5.0,1,3,0
37.0,23.0,4,5.0,6.0,24325.0,1.0,Female,Divorced,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,0,5,1
47.0,8.0,2,1.0,7.0,30972.0,0.0,Female,Married,Self Enquiry,Salaried,Super Deluxe,AVP,3,4.0,0,1,0
36.0,7.0,4,4.0,6.0,20872.0,2.0,Male,Divorced,Company Invited,Small Business,Basic,Executive,1,5.0,0,2,0
35.0,29.0,3,5.0,1.0,17705.0,0.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,1,1
22.0,25.0,3,3.0,2.0,17323.0,0.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,1,1
26.0,35.0,3,5.0,4.0,27317.0,2.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,0,4,1
26.0,15.0,3,2.0,2.0,23529.0,1.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,3,4.0,0,4,1
29.0,16.0,3,3.0,1.0,18291.0,0.0,Female,Married,Company Invited,Salaried,Basic,Executive,1,4.0,0,5,1
31.0,8.0,3,4.0,4.0,21410.0,2.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,2,5.0,0,3,0
39.0,12.0,2,1.0,3.0,23237.0,1.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,3.0,0,4,1
46.0,36.0,3,4.0,7.0,22130.0,1.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,1,1
29.0,9.0,3,6.0,7.0,22142.0,2.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,1,3,1
36.0,15.0,2,4.0,3.0,23847.0,0.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,1,4.0,1,4,1
30.0,21.0,3,4.0,3.0,22140.0,2.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,5.0,0,1,0
34.0,23.0,4,4.0,7.0,24002.0,1.0,Fe Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,0,3,1
41.0,31.0,4,2.0,6.0,31872.0,1.0,Female,Single,Company Invited,Salaried,Super Deluxe,AVP,3,4.0,1,3,1
27.0,12.0,3,4.0,1.0,17187.0,1.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,1,0
36.0,11.0,4,4.0,3.0,20629.0,2.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,4,1
46.0,6.0,3,3.0,1.0,24396.0,2.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,1,5.0,0,1,0
44.0,8.0,2,3.0,6.0,25209.0,1.0,Male,Unmarried,Company Invited,Small Business,Standard,Senior Manager,1,3.0,1,1,0
28.0,12.0,2,4.0,2.0,17703.0,0.0,Male,Married,Company Invited,Salaried,Basic,Executive,1,3.0,1,4,1
29.0,14.0,3,4.0,2.0,20056.0,1.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,1,3,1
18.0,6.0,3,3.0,2.0,16611.0,1.0,Female,Single,Company Invited,Salaried,Basic,Executive,1,3.0,0,5,1
43.0,11.0,3,4.0,2.0,23833.0,2.0,Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,0,5,1
38.0,10.0,3,4.0,4.0,26106.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,0,3,0
37.0,18.0,4,5.0,3.0,25177.0,2.0,Male,Unmarried,Company Invited,Salaried,Deluxe,Manager,1,4.0,0,4,1
44.0,11.0,2,4.0,4.0,18162.0,1.0,Male,Single,Company Invited,Salaried,Basic,Executive,1,3.0,0,1,0
51.0,9.0,3,3.0,4.0,28734.0,1.0,Female,Single,Self Enquiry,Small Business,Super Deluxe,AVP,1,4.0,0,5,0
40.0,6.0,2,5.0,3.0,22457.0,0.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,1,3,1
38.0,32.0,4,4.0,5.0,23127.0,3.0,Female,Married,Company Invited,Small Business,Deluxe,Manager,1,3.0,1,3,1
42.0,14.0,2,3.0,1.0,21825.0,0.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,4.0,0,3,1
58.0,29.0,3,3.0,2.0,25312.0,0.0,Female,Divorced,Self Enquiry,Small Business,Standard,Senior Manager,1,3.0,0,3,1
34.0,15.0,2,3.0,1.0,23500.0,1.0,Male,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,3.0,0,5,1
31.0,9.0,3,5.0,2.0,21398.0,1.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,4,0
37.0,15.0,2,3.0,2.0,17326.0,0.0,Male,Divorced,Company Invited,Small Business,Basic,Executive,1,3.0,1,2,0
29.0,13.0,2,3.0,4.0,31124.0,0.0,Female,Married,Self Enquiry,Large Business,Basic,Executive,1,3.0,1,4,1
30.0,17.0,3,4.0,3.0,20975.0,1.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,3,4.0,0,1,1
26.0,31.0,3,3.0,2.0,17942.0,0.0,Female,Divorced,Self Enquiry,Salaried,Basic,Executive,2,3.0,0,4,1
59.0,30.0,4,4.0,3.0,28990.0,1.0,Female,Married,Self Enquiry,Small Business,Standard,Senior Manager,1,3.0,0,3,1
34.0,6.0,3,1.0,1.0,24725.0,1.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,5,0
52.0,13.0,3,4.0,2.0,38215.0,2.0,Male,Single,Self Enquiry,Salaried,King,VP,1,3.0,0,5,1
37.0,9.0,2,3.0,3.0,22428.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,0,3,0
38.0,6.0,2,1.0,1.0,22625.0,0.0,Female,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,1,0
46.0,16.0,3,4.0,2.0,21026.0,1.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,1,4.0,0,4,1
49.0,36.0,4,4.0,5.0,31182.0,1.0,Female,Divorced,Self Enquiry,Small Business,Standard,Senior Manager,3,3.0,0,4,0
33.0,16.0,4,4.0,3.0,25000.0,3.0,Female,Divorced,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,1,5,1
51.0,19.0,4,4.0,6.0,27886.0,3.0,Fe Male,Unmarried,Company Invited,Small Business,Standard,Senior Manager,3,3.0,0,5,1
26.0,11.0,3,5.0,3.0,22934.0,2.0,Male,Divorced,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,0,3,1
24.0,6.0,3,3.0,2.0,18202.0,2.0,Female,Single,Self Enquiry,Large Business,Basic,Executive,3,4.0,1,4,1
30.0,15.0,3,6.0,5.0,28393.0,1.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,1,5.0,0,1,0
44.0,34.0,2,3.0,4.0,31328.0,0.0,Male,Divorced,Self Enquiry,Salaried,Super Deluxe,AVP,1,5.0,0,1,1
35.0,7.0,4,4.0,3.0,23003.0,3.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,1,4.0,0,5,1
34.0,12.0,2,5.0,1.0,17351.0,1.0,Female,Married,Company Invited,Small Business,Basic,Executive,3,3.0,0,4,0
20.0,7.0,4,6.0,2.0,21003.0,1.0,Female,Single,Company Invited,Large Business,Basic,Executive,3,5.0,0,3,1
29.0,31.0,4,5.0,3.0,27400.0,2.0,Male,Unmarried,Company Invited,Large Business,Standard,Senior Manager,1,5.0,0,1,1
35.0,14.0,4,6.0,3.0,24752.0,2.0,Male,Unmarried,Company Invited,Salaried,Deluxe,Manager,1,3.0,1,5,1
41.0,27.0,4,4.0,6.0,29000.0,2.0,Male,Married,Self Enquiry,Large Business,Standard,Senior Manager,1,3.0,0,3,1
34.0,9.0,4,4.0,6.0,21174.0,3.0,Male,Single,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,3,1
53.0,6.0,3,4.0,2.0,29123.0,2.0,Male,Single,Self Enquiry,Salaried,Standard,Senior Manager,1,4.0,0,3,1
36.0,29.0,4,3.0,2.0,30674.0,2.0,Female,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,4.0,0,5,1
38.0,16.0,2,5.0,4.0,28206.0,1.0,Female,Married,Self Enquiry,Small Business,Standard,Senior Manager,1,3.0,0,1,1
32.0,9.0,4,4.0,3.0,22155.0,3.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,5,0
29.0,6.0,3,5.0,2.0,17720.0,2.0,Male,Married,Company Invited,Salaried,Basic,Executive,1,3.0,0,1,0
51.0,15.0,3,4.0,2.0,22553.0,1.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,3,4.0,0,2,1
36.0,7.0,2,5.0,3.0,21537.0,1.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,4,1
36.0,23.0,4,4.0,2.0,26698.0,2.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,4.0,0,1,1
50.0,13.0,2,4.0,6.0,33740.0,1.0,Female,Married,Self Enquiry,Small Business,King,VP,1,3.0,1,4,1
58.0,7.0,3,4.0,4.0,25433.0,2.0,Male,Divorced,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,3,1
28.0,7.0,3,4.0,3.0,22494.0,1.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,4.0,0,3,0
26.0,7.0,4,4.0,2.0,23576.0,2.0,Female,Divorced,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,3,1
36.0,9.0,2,4.0,2.0,25325.0,0.0,Male,Divorced,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,1,2,1
27.0,23.0,3,4.0,4.0,21051.0,2.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,4.0,1,2,1
43.0,17.0,1,3.0,2.0,22510.0,0.0,Male,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,3.0,0,1,1
33.0,15.0,3,3.0,1.0,23224.0,0.0,Female,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,1,3,0
31.0,29.0,3,4.0,6.0,20810.0,2.0,Female,Divorced,Self Enquiry,Salaried,Basic,Executive,1,3.0,1,2,0
45.0,14.0,3,5.0,5.0,28926.0,1.0,Female,Divorced,Self Enquiry,Small Business,Standard,Senior Manager,1,3.0,0,4,1
57.0,14.0,3,6.0,6.0,25938.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Standard,Senior Manager,1,3.0,0,1,0
60.0,25.0,4,4.0,8.0,29190.0,2.0,Male,Single,Self Enquiry,Small Business,Standard,Senior Manager,1,3.0,0,3,1
33.0,7.0,3,4.0,3.0,24840.0,1.0,Male,Divorced,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,1,4,1
42.0,13.0,3,4.0,4.0,23399.0,2.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,5.0,1,4,1
47.0,16.0,4,5.0,3.0,28297.0,3.0,Male,Unmarried,Self Enquiry,Small Business,Standard,Senior Manager,3,3.0,0,5,1
50.0,13.0,3,5.0,4.0,32644.0,1.0,Female,Married,Self Enquiry,Salaried,Super Deluxe,AVP,1,3.0,1,5,1
57.0,30.0,2,1.0,4.0,24439.0,0.0,Male,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,3.0,1,4,1
44.0,9.0,2,3.0,5.0,17362.0,1.0,Male,Divorced,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,5,1
41.0,21.0,3,5.0,3.0,38304.0,2.0,Male,Single,Self Enquiry,Small Business,King,VP,1,3.0,0,3,1
46.0,9.0,4,4.0,6.0,23832.0,3.0,Female,Married,Company Invited,Salaried,Deluxe,Manager,3,3.0,0,1,1
44.0,28.0,4,4.0,2.0,20936.0,3.0,Male,Married,Company Invited,Small Business,Basic,Executive,1,3.0,0,4,1
29.0,36.0,4,6.0,3.0,25227.0,3.0,Male,Divorced,Self Enquiry,Salaried,Deluxe,Manager,1,4.0,0,1,1
36.0,23.0,3,3.0,2.0,21104.0,2.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,1,4.0,0,3,1
20.0,16.0,3,4.0,3.0,21230.0,2.0,Male,Single,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,3,0
35.0,15.0,3,4.0,1.0,21540.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,1,4.0,0,1,0
43.0,9.0,3,4.0,3.0,22767.0,1.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,1,0
33.0,26.0,4,6.0,5.0,28288.0,3.0,Male,Married,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,0,3,1
28.0,6.0,2,3.0,1.0,17154.0,0.0,Male,Single,Company Invited,Small Business,Basic,Executive,1,3.0,1,4,0
31.0,14.0,2,3.0,2.0,25793.0,0.0,Male,Married,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,0,3,1
26.0,14.0,4,5.0,3.0,21567.0,3.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,1,0
39.0,16.0,4,4.0,6.0,25571.0,3.0,Male,Married,Company Invited,Salaried,Deluxe,Manager,1,5.0,0,3,0
23.0,6.0,2,3.0,2.0,16223.0,1.0,Male,Divorced,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,4,0
54.0,15.0,4,4.0,7.0,30514.0,1.0,Male,Married,Self Enquiry,Small Business,Super Deluxe,AVP,3,3.0,0,3,1
33.0,14.0,2,3.0,1.0,22104.0,0.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,1,0
52.0,31.0,2,4.0,4.0,28826.0,1.0,Female,Married,Company Invited,Small Business,Super Deluxe,AVP,1,3.0,0,5,0
40.0,16.0,2,1.0,4.0,17213.0,1.0,Female,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,1,3,0
37.0,7.0,2,4.0,2.0,21474.0,0.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,1,0
31.0,7.0,4,4.0,2.0,22257.0,3.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,1,4.0,1,4,1
31.0,17.0,2,3.0,4.0,17356.0,0.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,1,3,0
47.0,8.0,3,3.0,6.0,20070.0,1.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,2,0
26.0,31.0,3,3.0,2.0,17942.0,1.0,Female,Married,Self Enquiry,Salaried,Basic,Executive,2,3.0,0,4,1
20.0,17.0,4,5.0,3.0,20537.0,2.0,Female,Single,Company Invited,Small Business,Basic,Executive,1,4.0,1,5,1
30.0,30.0,3,5.0,3.0,26014.0,2.0,Female,Married,Self Enquiry,Salaried,Standard,Senior Manager,3,5.0,0,3,1
45.0,31.0,3,6.0,4.0,22386.0,2.0,Male,Unmarried,Company Invited,Small Business,Basic,Executive,1,3.0,0,3,0
31.0,16.0,4,4.0,3.0,21750.0,2.0,Male,Married,Company Invited,Small Business,Deluxe,Manager,1,5.0,0,1,1
31.0,14.0,3,1.0,1.0,17109.0,2.0,Female,Single,Self Enquiry,Small Business,Basic,Executive,2,4.0,0,1,0
30.0,30.0,3,2.0,3.0,21378.0,2.0,Male,Divorced,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,2,1
36.0,25.0,4,4.0,3.0,27747.0,1.0,Male,Divorced,Company Invited,Salaried,Standard,Senior Manager,3,5.0,0,4,1
28.0,13.0,4,5.0,2.0,20865.0,2.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,2,1
37.0,33.0,4,4.0,8.0,24025.0,1.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,3,1
19.0,6.0,3,5.0,1.0,17325.0,0.0,Female,Single,Company Invited,Large Business,Basic,Executive,3,5.0,0,3,1
33.0,10.0,2,4.0,7.0,17622.0,0.0,Female,Divorced,Self Enquiry,Small Business,Basic,Executive,1,4.0,0,4,0
32.0,20.0,4,5.0,7.0,20980.0,1.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,1,1,1
33.0,36.0,4,4.0,2.0,22703.0,3.0,Female,Unmarried,Company Invited,Small Business,Basic,Executive,1,3.0,0,3,1
52.0,14.0,2,3.0,1.0,17950.0,1.0,Female,Divorced,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,1,1
52.0,18.0,3,5.0,5.0,31820.0,2.0,Female,Single,Self Enquiry,Large Business,Super Deluxe,AVP,1,4.0,0,1,0
47.0,9.0,3,4.0,4.0,26057.0,1.0,Male,Married,Self Enquiry,Large Business,Deluxe,Manager,1,3.0,0,2,1
48.0,35.0,3,3.0,4.0,27504.0,1.0,Female,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,3.0,0,4,0
46.0,7.0,4,4.0,5.0,20948.0,1.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,5,1
35.0,30.0,4,4.0,2.0,23246.0,2.0,Male,Unmarried,Company Invited,Small Business,Deluxe,Manager,3,3.0,0,5,1
